d,dbo_bench_ticker,dbo_dim_equity_ticker,dbo_benchvalue_value,dbo_dailyvalue_value
2008-02-06,VIX,GS,0.0255214,-0.014269324
2008-02-07,SPX,GS,0.00785478,0.017425294
2008-02-07,SPTR,GS,0.00809869,0.017425294
2008-02-07,VIX,GS,-0.04627349,0.017425294
2008-02-08,SPX,GS,-0.00421258,-0.017959307
2008-02-08,SPTR,GS,-0.00419553,-0.017959307
2008-02-08,VIX,GS,0.01257426,-0.017959307
2008-02-11,SPX,GS,0.00587175,-0.006435665
2008-02-11,SPTR,GS,0.00592027,-0.006435665
2008-02-11,VIX,GS,-0.01474582,-0.006435665
2008-02-12,SPX,GS,0.00723964,-0.028485898
2008-02-12,SPTR,GS,0.00728344,-0.028485898
2008-02-12,VIX,GS,-0.0471068,-0.028485898
2008-02-13,SPX,GS,0.01351238,-0.002605391
2008-02-13,SPTR,GS,0.01389415,-0.002605391
2008-02-13,VIX,GS,-0.05664471,-0.002605391
2008-02-14,SPX,GS,-0.01351238,-0.020295569
2008-02-14,SPTR,GS,-0.01347927,-0.020295569
2008-02-14,VIX,GS,0.02618158,-0.020295569
2008-02-15,SPX,GS,0.00083739,0.010423486
2008-02-15,SPTR,GS,0.00090028,0.010423486
2008-02-15,VIX,GS,-0.02057035,0.010423486
2008-02-19,SPX,GS,-0.00089671,-0.026178691
2008-02-19,SPTR,GS,-0.00081648,-0.026178691
2008-02-19,VIX,GS,0.02252615,-0.026178691
2008-02-20,SPX,GS,0.00830628,0.019655558
2008-02-20,SPTR,GS,0.00836137,0.019655558
2008-02-20,VIX,GS,-0.04761852,0.019655558
2008-02-21,SPX,GS,-0.01295087,-0.011804399
2008-02-21,SPTR,GS,-0.01260411,-0.011804399
2008-02-21,VIX,GS,0.02908121,-0.011804399
2008-02-22,SPX,GS,0.00784975,0.01439588
2008-02-22,SPTR,GS,0.00795597,0.01439588
2008-02-22,VIX,GS,-0.04311363,0.01439588
2008-02-25,SPX,GS,0.0137181,-0.001971943
2008-02-25,SPTR,GS,0.01373716,-0.001971943
2008-02-25,VIX,GS,-0.043753,-0.001971943
2008-02-26,SPX,GS,0.0068941,-0.026625329
2008-02-26,SPTR,GS,0.00689954,-0.026625329
2008-02-26,VIX,GS,-0.05031108,-0.026625329
2008-02-27,SPX,GS,-0.00091985,0.045835327
2008-02-27,SPTR,GS,-0.00067793,0.045835327
2008-02-27,VIX,GS,0.03543766,0.045835327
2008-02-28,SPX,GS,-0.00898212,-0.022938078
2008-02-28,SPTR,GS,-0.00886492,-0.022938078
2008-02-28,VIX,GS,0.0363519,-0.022938078
2008-02-29,SPX,GS,-0.02746336,-0.040833453
2008-02-29,SPTR,GS,-0.02742996,-0.040833453
2008-02-29,VIX,GS,0.12037683,-0.040833453
2008-03-03,SPX,GS,0.00053344,-0.027189302
2008-03-03,SPTR,GS,0.0005548,-0.027189302
2008-03-03,VIX,GS,-0.00984484,-0.027189302
2008-03-04,SPX,GS,-0.00345361,-0.009005427
2008-03-04,SPTR,GS,-0.00344482,-0.009005427
2008-03-04,VIX,GS,-0.02934574,-0.009005427
2008-03-05,SPX,GS,0.00522469,0.008339133
2008-03-05,SPTR,GS,0.00572133,0.008339133
2008-03-05,VIX,GS,-0.03671602,0.008339133
2008-03-06,SPX,GS,-0.02225987,-0.039063126
2008-03-06,SPTR,GS,-0.02210208,-0.039063126
2008-03-06,VIX,GS,0.11325609,-0.039063126
2008-03-07,SPX,GS,-0.00844595,0.008911177
2008-03-07,SPTR,GS,-0.00842837,0.008911177
2008-03-07,VIX,GS,-0.00218023,0.008911177
2008-03-10,SPX,GS,-0.01558429,-0.028450916
2008-03-10,SPTR,GS,-0.01554138,-0.028450916
2008-03-10,VIX,GS,0.06649187,-0.028450916
2008-03-11,SPX,GS,0.03645711,0.047019073
2008-03-11,SPTR,GS,0.03648969,0.047019073
2008-03-11,VIX,GS,-0.10846646,0.047019073
2008-03-12,SPX,GS,-0.00903628,-0.000368068
2008-03-12,SPTR,GS,-0.0087515,-0.000368068
2008-03-12,VIX,GS,0.03210429,-0.000368068
2008-03-13,SPX,GS,0.00511385,0.014796983
2008-03-13,SPTR,GS,0.00515469,0.014796983
2008-03-13,VIX,GS,0.00256834,0.014796983
2008-03-14,SPX,GS,-0.0210023,-0.053255218
2008-03-14,SPTR,GS,-0.02097983,-0.053255218
2008-03-14,VIX,GS,0.13261489,-0.053255218
2008-03-17,SPX,GS,-0.00899902,-0.037941771
2008-03-17,SPTR,GS,-0.00884912,-0.037941771
2008-03-17,VIX,GS,0.0340727,-0.037941771
2008-03-18,SPX,GS,0.04153489,0.150739726
2008-03-18,SPTR,GS,0.0415592,0.150739726
2008-03-18,VIX,GS,-0.2232211,0.150739726
2008-03-19,SPX,GS,-0.02458704,-0.053216195
2008-03-19,SPTR,GS,-0.02457223,-0.053216195
2008-03-19,VIX,GS,0.14586296,-0.053216195
2008-03-20,SPX,GS,0.02366231,0.075964248
2008-03-20,SPTR,GS,0.02366054,0.075964248
2008-03-20,VIX,GS,-0.11418696,0.075964248
2008-03-24,SPX,GS,0.01520525,-0.00418374
2008-03-24,SPTR,GS,0.01520925,-0.00418374
2008-03-24,VIX,GS,-0.03400519,-0.00418374
2008-03-25,SPX,GS,0.00230126,0.004184234
2008-03-25,SPTR,GS,0.00230605,0.004184234
2008-03-25,VIX,GS,-0.00038873,0.004184234
2008-03-26,SPX,GS,-0.00880442,-0.023374057
2008-03-26,SPTR,GS,-0.00875592,-0.023374057
2008-03-26,VIX,GS,0.01389984,-0.023374057
2008-03-27,SPX,GS,-0.01152666,-0.042727976
2008-03-27,SPTR,GS,-0.01131309,-0.042727976
2008-03-27,VIX,GS,-0.00769827,-0.042727976
2008-03-28,SPX,GS,-0.00798193,-0.022190396
2008-03-28,SPTR,GS,-0.00794072,-0.022190396
2008-03-28,VIX,GS,-0.00659045,-0.022190396
2008-03-31,SPX,GS,0.00567115,0.005699726
2008-03-31,SPTR,GS,0.00569609,0.005699726
2008-03-31,VIX,GS,-0.00389712,0.005699726
2008-04-01,SPX,GS,0.03526702,0.067051922
2008-04-01,SPTR,GS,0.03526636,0.067051922
2008-04-01,VIX,GS,-0.12149942,0.067051922
2008-04-02,SPX,GS,-0.00193593,5.69984E-05
2008-04-02,SPTR,GS,-0.0017349,5.69984E-05
2008-04-02,VIX,GS,0.03253377,5.69984E-05
2008-04-03,SPX,GS,0.00130077,-0.001923849
2008-04-03,SPTR,GS,0.00130724,-0.001923849
2008-04-03,VIX,GS,-0.00943403,-0.001923849
2008-04-04,SPX,GS,0.00079571,-0.006421574
2008-04-04,SPTR,GS,0.00081032,-0.006421574
2008-04-04,VIX,GS,-0.03329261,-0.006421574
2008-04-07,SPX,GS,0.00156037,0.018807034
2008-04-07,SPTR,GS,0.00156701,0.018807034
2008-04-07,VIX,GS,-0.0013372,0.018807034
2008-04-08,SPX,GS,-0.00511308,0.000950548
2008-04-08,SPTR,GS,-0.00477517,0.000950548
2008-04-08,VIX,GS,-0.00267977,0.000950548
2008-04-09,SPX,GS,-0.00812496,-0.026967373
2008-04-09,SPTR,GS,-0.00804515,-0.026967373
2008-04-09,VIX,GS,0.01992539,-0.026967373
2008-04-10,SPX,GS,0.00446403,-0.020831476
2008-04-10,SPTR,GS,0.00451132,-0.020831476
2008-04-10,VIX,GS,-0.03706609,-0.020831476
2008-04-11,SPX,GS,-0.02058453,-0.019239906
2008-04-11,SPTR,GS,-0.02051729,-0.019239906
2008-04-11,VIX,GS,0.06516389,-0.019239906
2008-04-14,SPX,GS,-0.00338952,-0.022425584
2008-04-14,SPTR,GS,-0.00337604,-0.022425584
2008-04-14,VIX,GS,0.01522872,-0.022425584
2008-04-15,SPX,GS,0.00458925,0.003722065
2008-04-15,SPTR,GS,0.00459941,0.003722065
2008-04-15,VIX,GS,-0.04464261,0.003722065
2008-04-16,SPX,GS,0.02243772,0.029109187
2008-04-16,SPTR,GS,0.02254681,0.029109187
2008-04-16,VIX,GS,-0.10399573,0.029109187
2008-04-17,SPX,GS,0.00062265,0.017881175
2008-04-17,SPTR,GS,0.00065079,0.017881175
2008-04-17,VIX,GS,-0.007824,0.017881175
2008-04-18,SPX,GS,0.01797653,0.04449237
2008-04-18,SPTR,GS,0.0179822,0.04449237
2008-04-18,VIX,GS,-0.01185199,0.04449237
2008-04-21,SPX,GS,-0.0015548,0.002608595
2008-04-21,SPTR,GS,-0.00153173,0.002608595
2008-04-21,VIX,GS,0.01821365,0.002608595
2008-04-22,SPX,GS,-0.0088492,-0.003554309
2008-04-22,SPTR,GS,-0.00882788,-0.003554309
2008-04-22,VIX,GS,0.01788784,-0.003554309
2008-04-23,SPX,GS,0.00289564,-0.002283605
2008-04-23,SPTR,GS,0.00290208,-0.002283605
2008-04-23,VIX,GS,-0.02966422,-0.002283605
2008-04-24,SPX,GS,0.00642169,0.051295594
2008-04-24,SPTR,GS,0.00642343,0.051295594
2008-04-24,VIX,GS,-0.00992072,0.051295594
2008-04-25,SPX,GS,0.00647372,0.018681411
2008-04-25,SPTR,GS,0.0064879,0.018681411
2008-04-25,VIX,GS,-0.02370855,0.018681411
2008-04-28,SPX,GS,-0.00105218,-0.009209276
2008-04-28,SPTR,GS,-0.00101171,-0.009209276
2008-04-28,VIX,GS,0.00254907,-0.009209276
2008-04-29,SPX,GS,-0.00389624,0.012744443
2008-04-29,SPTR,GS,-0.00386743,0.012744443
2008-04-29,VIX,GS,0.03009254,0.012744443
2008-04-30,SPX,GS,-0.00385374,-0.006822219
2008-04-30,SPTR,GS,-0.00381304,-0.006822219
2008-04-30,VIX,GS,0.02681126,-0.006822219
2008-05-01,SPX,GS,0.01699547,0.039347628
2008-05-01,SPTR,GS,0.0171847,0.039347628
2008-05-01,VIX,GS,-0.09636894,0.039347628
2008-05-02,SPX,GS,0.00323033,0.006110294
2008-05-02,SPTR,GS,0.00322894,0.006110294
2008-05-02,VIX,GS,-0.03778107,0.006110294
2008-05-05,SPX,GS,-0.00454387,-0.015854013
2008-05-05,SPTR,GS,-0.00445271,-0.015854013
2008-05-05,VIX,GS,0.03883983,-0.015854013
2008-05-06,SPX,GS,0.00762279,0.002482915
2008-05-06,SPTR,GS,0.00765698,0.002482915
2008-05-06,VIX,GS,-0.03719103,0.002482915
2008-05-07,SPX,GS,-0.01827981,-0.040535577
2008-05-07,SPTR,GS,-0.01786362,-0.040535577
2008-05-07,VIX,GS,0.08016943,-0.040535577
2008-05-08,SPX,GS,0.00366276,-0.010808199
2008-05-08,SPTR,GS,0.00370753,-0.010808199
2008-05-08,VIX,GS,-0.01686725,-0.010808199
2008-05-09,SPX,GS,-0.00674815,0.00196906
2008-05-09,SPTR,GS,-0.00654116,0.00196906
2008-05-09,VIX,GS,0.00051533,0.00196906
2008-05-12,SPX,GS,0.01096055,0.020991136
2008-05-12,SPTR,GS,0.01099042,0.020991136
2008-05-12,VIX,GS,-0.0871519,0.020991136
2008-05-13,SPX,GS,-0.00038481,-0.009152759
2008-05-13,SPTR,GS,-0.00015716,-0.009152759
2008-05-13,VIX,GS,0.01062353,-0.009152759
2008-05-14,SPX,GS,0.00399759,-0.001051553
2008-05-14,SPTR,GS,0.0041715,-0.001051553
2008-05-14,VIX,GS,-0.01795783,-0.001051553
2008-05-15,SPX,GS,0.0105289,-0.007973706
2008-05-15,SPTR,GS,0.01071448,-0.007973706
2008-05-15,VIX,GS,-0.08013709,-0.007973706
2008-05-16,SPX,GS,0.0012496,-0.007876942
2008-05-16,SPTR,GS,0.0012735,-0.007876942
2008-05-16,VIX,GS,0.01037544,-0.007876942
2008-05-19,SPX,GS,0.00089762,-0.014749237
2008-05-19,SPTR,GS,0.00093237,-0.014749237
2008-05-19,VIX,GS,0.03226086,-0.014749237
2008-05-20,SPX,GS,-0.00931687,-0.010740473
2008-05-20,SPTR,GS,-0.00931971,-0.010740473
2008-05-20,VIX,GS,0.03296049,-0.010740473
2008-05-21,SPX,GS,-0.01618374,-0.021217508
2008-05-21,SPTR,GS,-0.01611186,-0.021217508
2008-05-21,VIX,GS,0.05586191,-0.021217508
2008-05-22,SPX,GS,0.00261395,-0.007869886
2008-05-22,SPTR,GS,0.00280122,-0.007869886
2008-05-22,VIX,GS,-0.02947812,-0.007869886
2008-05-23,SPX,GS,-0.01329849,-0.026070912
2008-05-23,SPTR,GS,-0.01328596,-0.026070912
2008-05-23,VIX,GS,0.0798296,-0.026070912
2008-05-27,SPX,GS,0.00682295,0.007386651
2008-05-27,SPTR,GS,0.0068255,0.007386651
2008-05-27,VIX,GS,0.00459302,0.007386651
2008-05-28,SPX,GS,0.00395507,0.005218361
2008-05-28,SPTR,GS,0.00415003,0.005218361
2008-05-28,VIX,GS,-0.02945188,0.005218361
2008-05-29,SPX,GS,0.00532073,0.008032652
2008-05-29,SPTR,GS,0.00543886,0.008032652
2008-05-29,VIX,GS,-0.04999698,0.008032652
2008-05-30,SPX,GS,0.00151502,0.000964535
2008-05-30,SPTR,GS,0.00152562,0.000964535
2008-05-30,VIX,GS,-0.01723701,0.000964535
2008-06-02,SPX,GS,-0.01055985,-0.023341301
2008-06-02,SPTR,GS,-0.01052625,-0.023341301
2008-06-02,VIX,GS,0.10631351,-0.023341301
2008-06-03,SPX,GS,-0.00580463,-0.0102645
2008-06-03,SPTR,GS,-0.00576669,-0.0102645
2008-06-03,VIX,GS,0.0204649,-0.0102645
2008-06-04,SPX,GS,-0.0003267,0.008871531
2008-06-04,SPTR,GS,0.00016676,0.008871531
2008-06-04,VIX,GS,0.02729214,0.008871531
2008-06-05,SPX,GS,0.01930847,0.025811986
2008-06-05,SPTR,GS,0.01938569,0.025811986
2008-06-05,VIX,GS,-0.1101798,0.025811986
2008-06-06,SPX,GS,-0.03137634,-0.041388822
2008-06-06,SPTR,GS,-0.03126257,-0.041388822
2008-06-06,VIX,GS,0.23477717,-0.041388822
2008-06-09,SPX,GS,0.00079341,-0.021958329
2008-06-09,SPTR,GS,0.00083035,-0.021958329
2008-06-09,VIX,GS,-0.01885232,-0.021958329
2008-06-10,SPX,GS,-0.002441,0.008709958
2008-06-10,SPTR,GS,-0.00243879,0.008709958
2008-06-10,VIX,GS,0.00259179,0.008709958
2008-06-11,SPX,GS,-0.01703872,-0.029187851
2008-06-11,SPTR,GS,-0.01682405,-0.029187851
2008-06-11,VIX,GS,0.03975153,-0.029187851
2008-06-12,SPX,GS,0.00327433,0.026433535
2008-06-12,SPTR,GS,0.00334687,0.026433535
2008-06-12,VIX,GS,-0.03330129,0.026433535
2008-06-13,SPX,GS,0.01493416,0.066915382
2008-06-13,SPTR,GS,0.01495813,0.066915382
2008-06-13,VIX,GS,-0.09479595,0.066915382
2008-06-16,SPX,GS,0.00008088,0.021090034
2008-06-16,SPTR,GS,0.00008298,0.021090034
2008-06-16,VIX,GS,-0.01280549,0.021090034
2008-06-17,SPX,GS,-0.00679439,-0.014659934
2008-06-17,SPTR,GS,-0.00678563,-0.014659934
2008-06-17,VIX,GS,0.00855519,-0.014659934
2008-06-18,SPX,GS,-0.0097593,0.018387902
2008-06-18,SPTR,GS,-0.00974417,0.018387902
2008-06-18,VIX,GS,0.05119864,0.018387902
2008-06-19,SPX,GS,0.00374538,0.022505833
2008-06-19,SPTR,GS,0.00401075,0.022505833
2008-06-19,VIX,GS,-0.03012551,0.022505833
2008-06-20,SPX,GS,-0.018717,-0.017049521
2008-06-20,SPTR,GS,-0.01871028,-0.017049521
2008-06-20,VIX,GS,0.05805905,-0.017049521
2008-06-23,SPX,GS,0.00005311,-0.02859188
2008-06-23,SPTR,GS,0.00005787,-0.02859188
2008-06-23,VIX,GS,-0.01010776,-0.02859188
2008-06-24,SPX,GS,-0.00281884,0.01880409
2008-06-24,SPTR,GS,-0.00280603,0.01880409
2008-06-24,VIX,GS,-0.00976484,0.01880409
2008-06-25,SPX,GS,0.00582645,0.009135147
2008-06-25,SPTR,GS,0.00587601,0.009135147
2008-06-25,VIX,GS,-0.05878644,0.009135147
2008-06-26,SPX,GS,-0.02980506,-0.041072026
2008-06-26,SPTR,GS,-0.02949776,-0.041072026
2008-06-26,VIX,GS,0.12396592,-0.041072026
2008-06-27,SPX,GS,-0.00372434,-0.009691814
2008-06-27,SPTR,GS,-0.0036947,-0.009691814
2008-06-27,VIX,GS,-0.02068894,-0.009691814
2008-06-30,SPX,GS,0.00126643,0.001946105
2008-06-30,SPTR,GS,0.00127082,0.001946105
2008-06-30,VIX,GS,0.02152436,0.001946105
2008-07-01,SPX,GS,0.0038286,0.002455982
2008-07-01,SPTR,GS,0.00402101,0.002455982
2008-07-01,VIX,GS,-0.01260521,0.002455982
2008-07-02,SPX,GS,-0.01837133,0.019541809
2008-07-02,SPTR,GS,-0.01831336,0.019541809
2008-07-02,VIX,GS,0.09165176,0.019541809
2008-07-03,SPX,GS,0.00109332,0.000558844
2008-07-03,SPTR,GS,0.00110992,0.000558844
2008-07-03,VIX,GS,-0.04457453,0.000558844
2008-07-07,SPX,GS,-0.00842082,-0.052032515
2008-07-07,SPTR,GS,-0.00840385,-0.052032515
2008-07-07,VIX,GS,0.03915865,-0.052032515
2008-07-08,SPX,GS,0.01693621,0.029475304
2008-07-08,SPTR,GS,0.01732167,0.029475304
2008-07-08,VIX,GS,-0.10760422,0.029475304
2008-07-09,SPX,GS,-0.02303955,-0.034197113
2008-07-09,SPTR,GS,-0.0229327,-0.034197113
2008-07-09,VIX,GS,0.08603898,-0.034197113
2008-07-10,SPX,GS,0.00696538,0.006722354
2008-07-10,SPTR,GS,0.00696519,0.006722354
2008-07-10,VIX,GS,0.01416789,0.006722354
2008-07-11,SPX,GS,-0.01115188,-0.046184262
2008-07-11,SPTR,GS,-0.01107181,-0.046184262
2008-07-11,VIX,GS,0.07162065,-0.046184262
2008-07-14,SPX,GS,-0.00906891,-0.023728303
2008-07-14,SPTR,GS,-0.0090711,-0.023728303
2008-07-14,VIX,GS,0.03537978,-0.023728303
2008-07-15,SPX,GS,-0.0109611,-0.005498087
2008-07-15,SPTR,GS,-0.01094439,-0.005498087
2008-07-15,VIX,GS,0.00210453,-0.005498087
2008-07-16,SPX,GS,0.02475465,0.09115337
2008-07-16,SPTR,GS,0.02488259,0.09115337
2008-07-16,VIX,GS,-0.12843877,0.09115337
2008-07-17,SPX,GS,0.01194101,0.047340543
2008-07-17,SPTR,GS,0.0119752,0.047340543
2008-07-17,VIX,GS,-0.0035921,0.047340543
2008-07-18,SPX,GS,0.0002856,0.008789261
2008-07-18,SPTR,GS,0.00028962,0.008789261
2008-07-18,VIX,GS,-0.03914075,0.008789261
2008-07-21,SPX,GS,-0.00053954,-0.011330953
2008-07-21,SPTR,GS,-0.00051389,-0.011330953
2008-07-21,VIX,GS,-0.04246923,-0.011330953
2008-07-22,SPX,GS,0.01340186,0.039373586
2008-07-22,SPTR,GS,0.01342199,0.039373586
2008-07-22,VIX,GS,-0.08460843,0.039373586
2008-07-23,SPX,GS,0.00405598,-0.000904409
2008-07-23,SPTR,GS,0.00405602,-0.000904409
2008-07-23,VIX,GS,0.00611911,-0.000904409
2008-07-24,SPX,GS,-0.02339606,-0.041350259
2008-07-24,SPTR,GS,-0.02337441,-0.041350259
2008-07-24,VIX,GS,0.09526752,-0.041350259
2008-07-25,SPX,GS,0.00415887,-0.006958152
2008-07-25,SPTR,GS,0.00417201,-0.006958152
2008-07-25,VIX,GS,-0.02287047,-0.006958152
2008-07-28,SPX,GS,-0.01877164,-0.032771156
2008-07-28,SPTR,GS,-0.01877804,-0.032771156
2008-07-28,VIX,GS,0.05601804,-0.032771156
2008-07-29,SPX,GS,0.02308747,0.049258626
2008-07-29,SPTR,GS,0.02317537,0.049258626
2008-07-29,VIX,GS,-0.09518637,0.049258626
2008-07-30,SPX,GS,0.01653449,0.02468871
2008-07-30,SPTR,GS,0.01659813,0.02468871
2008-07-30,VIX,GS,-0.03793239,0.02468871
2008-07-31,SPX,GS,-0.0132309,-0.011506952
2008-07-31,SPTR,GS,-0.01302691,-0.011506952
2008-07-31,VIX,GS,0.07840934,-0.011506952
2008-08-01,SPX,GS,-0.00559406,-0.011146896
2008-08-01,SPTR,GS,-0.00559147,-0.011146896
2008-08-01,VIX,GS,-0.01626052,-0.011146896
2008-08-04,SPX,GS,-0.00900649,-0.023009704
2008-08-04,SPTR,GS,-0.00899064,-0.023009704
2008-08-04,VIX,GS,0.03995321,-0.023009704
2008-08-05,SPX,GS,0.02831409,0.016228601
2008-08-05,SPTR,GS,0.02841084,0.016228601
2008-08-05,VIX,GS,-0.10540782,0.016228601
2008-08-06,SPX,GS,0.00334879,-0.006771877
2008-08-06,SPTR,GS,0.00380436,-0.006771877
2008-08-06,VIX,GS,-0.04400033,-0.006771877
2008-08-07,SPX,GS,-0.0180965,-0.041042852
2008-08-07,SPTR,GS,-0.01800002,-0.041042852
2008-08-07,VIX,GS,0.04447325,-0.041042852
2008-08-08,SPX,GS,0.02361187,0.020788416
2008-08-08,SPTR,GS,0.02361481,0.020788416
2008-08-08,VIX,GS,-0.02344044,0.020788416
2008-08-11,SPX,GS,0.00691874,0.01158365
2008-08-11,SPTR,GS,0.00716132,0.01158365
2008-08-11,VIX,GS,-0.02648512,0.01158365
2008-08-12,SPX,GS,-0.01212388,-0.06199456
2008-08-12,SPTR,GS,-0.01207741,-0.06199456
2008-08-12,VIX,GS,0.05087074,-0.06199456
2008-08-13,SPX,GS,-0.00291991,-0.014449899
2008-08-13,SPTR,GS,-0.00259394,-0.014449899
2008-08-13,VIX,GS,0.01779073,-0.014449899
2008-08-14,SPX,GS,0.00550654,0.010196835
2008-08-14,SPTR,GS,0.00554329,0.010196835
2008-08-14,VIX,GS,-0.05778643,0.010196835
2008-08-15,SPX,GS,0.00406773,-0.020681393
2008-08-15,SPTR,GS,0.00418712,-0.020681393
2008-08-15,VIX,GS,-0.03808075,-0.020681393
2008-08-18,SPX,GS,-0.01521296,-0.019430557
2008-08-18,SPTR,GS,-0.01514393,-0.019430557
2008-08-18,VIX,GS,0.06906097,-0.019430557
2008-08-19,SPX,GS,-0.00935853,-0.01282894
2008-08-19,SPTR,GS,-0.00927097,-0.01282894
2008-08-19,VIX,GS,0.01419806,-0.01282894
2008-08-20,SPX,GS,0.00617813,0.00158075
2008-08-20,SPTR,GS,0.00624571,0.00158075
2008-08-20,VIX,GS,-0.04125285,0.00158075
2008-08-21,SPX,GS,0.00249191,-0.011631383
2008-08-21,SPTR,GS,0.0025574,-0.011631383
2008-08-21,VIX,GS,-0.02982328,-0.011631383
2008-08-22,SPX,GS,0.01126895,0.021440501
2008-08-22,SPTR,GS,0.01138384,0.021440501
2008-08-22,VIX,GS,-0.05230289,0.021440501
2008-08-25,SPX,GS,-0.01982058,-0.025989829
2008-08-25,SPTR,GS,-0.0198151,-0.025989829
2008-08-25,VIX,GS,0.1087042,-0.025989829
2008-08-26,SPX,GS,0.00367956,0.001283176
2008-08-26,SPTR,GS,0.00368977,0.001283176
2008-08-26,VIX,GS,-0.02315588,0.001283176
2008-08-27,SPX,GS,0.00795094,-0.00276181
2008-08-27,SPTR,GS,0.0081226,-0.00276181
2008-08-27,VIX,GS,-0.03627727,-0.00276181
2008-08-28,SPX,GS,0.01473109,0.04002904
2008-08-28,SPTR,GS,0.01489172,0.04002904
2008-08-28,VIX,GS,-0.01684143,0.04002904
2008-08-29,SPX,GS,-0.01381863,0.013137326
2008-08-29,SPTR,GS,-0.01376804,0.013137326
2008-08-29,VIX,GS,0.06089706,0.013137326
2008-09-02,SPX,GS,-0.00410091,0.008199294
2008-09-02,SPTR,GS,-0.00406741,0.008199294
2008-09-02,VIX,GS,0.06287249,0.008199294
2008-09-03,SPX,GS,-0.00203717,0.013756938
2008-09-03,SPTR,GS,-0.00152925,0.013756938
2008-09-03,VIX,GS,-0.025796,0.013756938
2008-09-04,SPX,GS,-0.03037884,-0.04085637
2008-09-04,SPTR,GS,-0.0303548,-0.04085637
2008-09-04,VIX,GS,0.11451124,-0.04085637
2008-09-05,SPX,GS,0.0044209,0.014438265
2008-09-05,SPTR,GS,0.00446104,0.014438265
2008-09-05,VIX,GS,-0.04120354,0.014438265
2008-09-08,SPX,GS,0.02030268,0.038987032
2008-09-08,SPTR,GS,0.020467,0.038987032
2008-09-08,VIX,GS,-0.01838126,0.038987032
2008-09-09,SPX,GS,-0.03473446,-0.048651524
2008-09-09,SPTR,GS,-0.03473108,-0.048651524
2008-09-09,VIX,GS,0.11778304,-0.048651524
2008-09-10,SPX,GS,0.00613057,-0.025560914
2008-09-10,SPTR,GS,0.00618429,-0.025560914
2008-09-10,VIX,GS,-0.03801218,-0.025560914
2008-09-11,SPX,GS,0.01371193,-0.00356033
2008-09-11,SPTR,GS,0.01403019,-0.00356033
2008-09-11,VIX,GS,-0.0053159,-0.00356033
2008-09-12,SPX,GS,0.00211937,-0.018121202
2008-09-12,SPTR,GS,0.00213326,-0.018121202
2008-09-12,VIX,GS,0.05076015,-0.018121202
2008-09-15,SPX,GS,-0.04828298,-0.129343602
2008-09-15,SPTR,GS,-0.04827548,-0.129343602
2008-09-15,VIX,GS,0.21138332,-0.129343602
2008-09-16,SPX,GS,0.01736326,-0.018546936
2008-09-16,SPTR,GS,0.01736308,-0.018546936
2008-09-16,VIX,GS,-0.04516897,-0.018546936
2008-09-17,SPX,GS,-0.04827983,-0.149848946
2008-09-17,SPTR,GS,-0.04825747,-0.149848946
2008-09-17,VIX,GS,0.17846374,-0.149848946
2008-09-18,SPX,GS,0.04242881,-0.058444063
2008-09-18,SPTR,GS,0.04274447,-0.058444063
2008-09-18,VIX,GS,-0.09007817,-0.058444063
2008-09-19,SPX,GS,0.03946742,0.1838637
2008-09-19,SPTR,GS,0.03945998,0.1838637
2008-09-19,VIX,GS,-0.03161227,0.1838637
2008-09-22,SPX,GS,-0.03898681,-0.072024605
2008-09-22,SPTR,GS,-0.03893748,-0.072024605
2008-09-22,VIX,GS,0.05401799,-0.072024605
2008-09-23,SPX,GS,-0.01575612,0.034743397
2008-09-23,SPTR,GS,-0.01573913,0.034743397
2008-09-23,VIX,GS,0.05377176,0.034743397
2008-09-24,SPX,GS,-0.00197971,0.061635875
2008-09-24,SPTR,GS,-0.00196947,0.061635875
2008-09-24,VIX,GS,-0.01494881,0.061635875
2008-09-25,SPX,GS,0.01946576,0.018622519
2008-09-25,SPTR,GS,0.01946679,0.018622519
2008-09-25,VIX,GS,-0.06972387,0.018622519
2008-09-26,SPX,GS,0.00316243,0.018209202
2008-09-26,SPTR,GS,0.00338575,0.018209202
2008-09-26,VIX,GS,0.05685368,0.018209202
2008-09-29,SPX,GS,-0.09200241,-0.133873165
2008-09-29,SPTR,GS,-0.09195316,-0.133873165
2008-09-29,VIX,GS,0.29628058,-0.133873165
2008-09-30,SPX,GS,0.05278533,0.058722579
2008-09-30,SPTR,GS,0.0527885,0.058722579
2008-09-30,VIX,GS,-0.17066036,0.058722579
2008-10-01,SPX,GS,-0.00455441,0.049533697
2008-10-01,SPTR,GS,-0.0044009,0.049533697
2008-10-01,VIX,GS,0.01060616,0.049533697
2008-10-02,SPX,GS,-0.04112493,-0.022252766
2008-10-02,SPTR,GS,-0.0409549,-0.022252766
2008-10-02,VIX,GS,0.1283055,-0.022252766
2008-10-03,SPX,GS,-0.01359852,-0.027280759
2008-10-03,SPTR,GS,-0.01357765,-0.027280759
2008-10-03,VIX,GS,-0.00265487,-0.027280759
2008-10-06,SPX,GS,-0.0392793,-0.031748698
2008-10-06,SPTR,GS,-0.0392655,-0.031748698
2008-10-06,VIX,GS,0.14243602,-0.031748698
2008-10-07,SPX,GS,-0.05910776,-0.07534982
2008-10-07,SPTR,GS,-0.05909376,-0.07534982
2008-10-07,VIX,GS,0.0308357,-0.07534982
2008-10-08,SPX,GS,-0.01139743,-0.017544
